batch,file,shellnoun,annotator,answer,difficulty,comment
5,6,fact,24,"DeVarona's work demand was diminishing due to a change of what was popular vs what she covered, which is what they are suggesting is the reason for her termination instead of what she is arguing it is for.",1,
5,6,fact,25,"A statement released by ABC Sports yesterday said that deVarona's role at the network had diminished greatly over the years because of the change in events covered by ABC Sports, including the loss of the Olympics. ABC Sports has not had broadcast rights to the Games since 1988.",1,
5,7,fact,21,"This fact refers to ""every important elected official automatically becomes a party leader"".",1,
5,7,fact,22,Politicians Are Always Party Leaders,5,
5,7,fact,23,Every important elected official automatically becomes a party leader,1,
5,7,fact,24,every important elected official has become party leader,1,
5,7,fact,25,every important elected official automatically becomes a party leader,1,
5,8,fact,21,"This fact refers to the interviewee's deduction that ""both reason and emotion are part of our life mechanisms"", which builds upon the premise of the entire article.",2,
5,8,fact,22,"What emotions and feelings feel like, and how they effect decision making",3,
5,8,fact,23,Emotions can play a role in how you normally operate,1,
5,8,fact,24,Emotion can interfere with judgement,4,
5,8,fact,25,emotions can play a role in how you normally operate,1,
5,9,issue,21,"This issue refers to ""bureaucratic gridlock in Washington"". between Moscow and Washington.",3,
5,9,issue,22,Russians and Americans coming together years after the war to agree a peace treaty.,5,
5,9,issue,23,Getting the State Department and Congress to agree on letting the Russians move into their building in return for a land deal,3,
5,9,issue,24,The building for American diplomats in Russia is not up to standard,3,
5,9,issue,25,"Russian diplomats have been enjoying their new facilities for some months, under an agreement reached two years ago by Moscow and Washington. Not so American diplomats in Moscow. Their new offices in the incomplete new building are empty, kept that way since 1985 by a persistent if little-publicized case of bureaucratic gridlock in Washington.",3,
5,10,fact,21,"This fact refers to a study conducted in 1999 where ""experts set a record by factoring a 155-digit number -- a feat that required 292 computers grinding away for half a year. Because of the exponential nature of the problem, factoring a number twice that long could take hundreds of millions of years"".",1,
5,10,fact,22,Attempts to calculate using quantum computers,5,
5,10,fact,23,Quantum factoring,5,
5,10,fact,24,The larger the number is the more difficult it is to create codes as factoring it could take such a long time,5,
5,10,fact,25,"In 1999, experts set a record by factoring a 155-digit number -- a feat that required 292 computers grinding away for half a year. Because of the exponential nature of the problem, factoring a number twice that long could take hundreds of millions of years.",1,
6,1,fact,26,The poverty of Myanmar,1,
6,1,fact,27,"the people of Myanmar are becoming increasingly aware that they are one of the poorer countries of Asia, with only 32% having access to safe water",2,
6,1,fact,28,"It is referring to how poor Myanmar(Burma) is and that the people are really struggling to live a good healthy life, hence the situation.",2,
6,1,fact,29,Myanmar which is also as Burma has been among the poorer countries in Asia.,3,
6,1,fact,30,"The population of Myanmar, also known as Burma seems increasingly aware of the fact that it is among the most poorer countries in Asia.",4,
6,2,issue,26,The use of American funds to pay outstanding debts,2,
6,2,issue,27,the Philippines being in a substantial amount of foreign debt has been an issue in the negotiations between america and the philippines,3,
6,2,issue,28,That a substantial amount of the American aid will be used to help pay outstanding foreign debts.,2,
6,2,issue,29,"According to the authorities, the Philippines would be able to use a large portion of the American assistance to help pay off unpaid international debts.",3,
6,2,issue,30,"The referred issue is that Philippines had outstanding  foreign debts, but now American aid will help up to pay those debts.",2,
6,3,fact,26,better then expected stock and bond markets in Brazil,2,
6,3,fact,27,investors being surprised at the Brazil emerging market heightened demand for them to expose themselves to the market,4,
6,3,fact,28,This fact refers to the quick turnaround in Brazil that surprised many investors and it left many of them without what they normally have thought was the right amount of exposure to Brazil.,4,"I was not sure how to rephrase that sentence, thus it made it hard."
6,3,fact,29,"Many investors have been shocked by Brazil's swift turnaround. It has left many of them without what they would have perceived to be the acceptable degree of exposure to Brazil, which has increased demand.",4,
6,3,fact,30,A referred fact is that Brazil has made a big and quick turnaround in the market which surprised many investors and helped to increase the demand.,5,the article was very difficult to understand
6,4,fact,26,Hummingbirds needing to eat three times thier body weight each day,1,
6,4,fact,27,kinglets must eat three times their body weight each day to keep them warm through the night,2,
6,4,fact,28,It refers to the fact that the kinglet has to eat three times their body weight each day to allow them to keep warm by shivering through the cold night.,3,
6,4,fact,29,"refers, To build up the reserves that allow them to stay warm by shivering during the frigid winter, they must eat three times their body weight per day.",5,
6,4,fact,30,"The fact referred to is that tiny olive-colored bird, kinglets are the main winter survivors, and this is because they eat three times their body mass everyday which keeps them warm by shivering through the night.",5,this was a very difficult article.
6,5,fact,26,People's desire for a strong activist government that will improve basic aspects of their lives,1,
6,5,fact,27,the white working class want a strong activist government that want to improve the basic aspects of their lives,1,
6,5,fact,28,"It refers to the fact that voters want a strong, activist government and one that will provide improvements in basic aspects of their lives.",2,
6,5,fact,29,"These people, who make up to 55 percent of the electorate, want a solid, activist government that can offer ""improvements in fundamental facets of their lives,"" according to the writer, as well as a political party that understands them.",2,
6,5,fact,30,The fact is that any party that includes the subordinate groups or improves their lives they stand a great advantage to enjoy elections for 30 years at least.,4,
6,6,fact,26,The writer read Ms. Register's work in an essay years ago,1,
6,6,fact,27,that the writer heard Ms. register's voice years ago in a different setting altogether regarding feminism,4,
6,6,fact,28,It refers to the fact that the author first heard Ms. Register's voice years ago in an essay reviewing feminist literacy criticism.,3,
6,6,fact,29,"Chronically disabled people participate in the variety of human activities enjoyed by society in general, sometimes more earnestly than those that are healthy: having responsible jobs and doing them well, raising physically and emotionally strong children, and keeping intimate relationships with friends and partners.",5,
6,6,fact,30,"the referred fact is that chronic illness is not a profession, chronic illness is not what matters most to people....they have lives outside their illness. People are not defined by their illness.",3,
6,7,fact,26,The salary of sanitation workers,1,
6,7,fact,27,"highly paid sanitation workers can earn more than $55,000, as much as senior public school teachers who hold doctorates",2,
6,7,fact,28,It refers to the fact that sanitation workers can receive a higher wage that a senior public school teacher who hold a doctorate.,3,
6,7,fact,29,The retiring president Of Sanitation Union demonstrated how they had to clean up trash after five days of flooding.,5,
6,7,fact,30,"Fact is that Mr Ostrowski refused to apologies for stating that sanitation workers work very hard for the money they are being payed, it is dangerous work they do who some even got AIDS while in duty.",5,
6,8,issue,26,Soviet Jewish immigration being used to rationalize Israeli entrenchment,3,
6,8,issue,27,the strong American opposition to Jewish settlement in the West Bank,4,
6,8,issue,28,That the State Department described them as not helpful and reiterated the strong American opposition to Jewish settlement in the West Bank.,3,
6,8,issue,29,"Using the Soviet Jewish immigration problem to justify Israeli encirclement, territorial extension, and intransigence would ultimately have disastrous consequences for regional peace.",4,
6,8,issue,30,"The issue is the rationalization for Israeli entrhenchment, territorial expansion and intransigence will results in disasterous effects on peace in the region.",5,
6,9,issue,26,Literal interpretations of the bible being used to justify hate and discrimination,2,
6,9,issue,27,a scriptural argument over homosexuality,4,
6,9,issue,28,That abolitionists could break away from Southern churches over the issue of slavery again.,3,
6,9,issue,29,"Rev. David Dyson, pastor of the Lafayette Avenue Presbyterian Church in Brooklyn, said his congregation was established at a time when abolitionists were breaking away from Southern churches over slavery. One hundred and forty years later, he was afraid that the church would be divided once more.",5,
6,9,issue,30,"The issue is that history might repeat itself accoding to the Rev. David Dyson, abolitionists might break away from Southern churches over slavery.",4,
6,10,issue,26,New York refusing to take a stance on updating their voting systems,1,
6,10,issue,27,"New York will pick their voting machines, after the State Board of Elections certifies which machines meet federal standards",5,
6,10,issue,28,That the State Legislature took the courageous position of kicking it to the localities.,5,
6,10,issue,29,"Because of legislative gridlock and little apparent leadership.Due to political gridlock and a lack of visible leadership. Legislators have yet to pass a law setting requirements for the devices or decide the required registration for legitimate voters, despite the fact that the tentative change took years. It hasn't yet filled long-term vacancies on the Board of Elections, which is meant to be bipartisan but is governed by Republicans due to political manoeuvring.",5,
6,10,issue,30,The issue is that lawmakers have not enacted a bill setting guidelines for the machines or determine the appropriate identification for legitimate voters.,5,very hard article.
7,1,fact,31,Refers to Korbel defecting to the United States,3,
7,1,fact,32,Korbel working with the communists following the war,3,
7,1,fact,33,Blackman showing Josef Korbel  shaped decisively Albright,5,
7,1,fact,34,The fact that Korbel worked with the Communists and tried to conceal this from the United States after his defection.,1,
7,1,fact,35,The fact that Korbel may have lied about working briefly with the Communists.,2,
7,2,issue,31,This issue refers to the Soviet officials strict interpretation of the ABM treaty,2,
7,2,issue,32,the manner in which the ABM treaty is interpreted by the soviets,4,maybe more difficult because there was a lot of information proceeding it 
7,2,issue,33,star war testing,5,
7,2,issue,34,"How the ABM treaty should be interpreted. Russia insists on a strict interpretation whereas United States interpreting it broadly so as to allow ""Star wars"" testing.",2,
7,2,issue,35,"A dissagreement the terms of a proposed treaty about short, medium and long range missiles between the Soviet Union and the United States.",3,
7,3,fact,31,"this fact refers to long married couples and how happily ever after doesn't happen but with work, commitment and love one can have a happy ending",1,
7,3,fact,32,refers to the notion of 'happily ever after,3,the elephant comparison threw me off 
7,3,fact,33,happily ever after,3,
7,3,fact,34,"The fact that long and happy marriages don't just happen and that the couples have to work for a successful relationship. There has to mutual commitment, love, respect and concern from both sides.",1,
7,3,fact,35,Relationships take work and don't just happen.,1,
7,4,issue,31,This issue refers to explosions of stockpiled nuclear weapons.,1,
7,4,issue,32,the occasional explosion of stockpiled nuclear weapons to assure the weapons' reliability,4,again. a lot of information proceeding 
7,4,issue,33,nuclear weapons,3,
7,4,issue,34,issue of whether or not nuclear testing citing reliability issues is really required. Justifying testing based on reliability issues in the past has not been very essential.,2,
7,4,issue,35,Whether or not nuclear weapons need test explosions.,2,
7,5,issue,31,This issue refers to the abuse of decades-old labor law(s) which is intended to take advantage in the debate.,1,
7,5,issue,32,whether the shutdown of most of the nation's freight railroads was a crisis created by hardline unions or a disruption devised by railroads taking advantage of a decades-old labor law,5,
7,5,issue,33,The debate goes to the heart of labor relations in the railroad industry,2,
7,5,issue,34,Issue of whether the shutdown of freight railroads is a genuine one or irrationally created by the labor unions. And whether strikes like these have further impacts on the industry,4,Very ambiguous as not enough information given
7,5,issue,35,Whether the shutdown of most of the nation's freight railroads was a crisis created by hardline unions or a disruption devised by railroads taking advantage of a decades-old labor law intended to encourage negotiation.,1,
7,6,fact,31,This fact is that the countries media is portrayed in a scattershot fashion in which we hate.,1,
7,6,fact,32,the certain situations which they announce where they must remain unbiased,3,a little confusing
7,6,fact,33,the battle,4,
7,6,fact,34,The fact the reporters are only interested in the story and not worried about the repercussions surrounding the actions.,3,
7,6,fact,35,Certain situations occur in which reporters must remain painfully above the battle i.e. they should remain unbiased and not get involved.,4,
7,7,fact,31,pertinent to the moment when her characters come crashing down emotionally,5,
7,7,fact,32,miss Gillis being a solo dancer,1,
7,7,fact,33,Miss Gillis is a solo dancer,2,
7,7,fact,34,That she is a solo dancer and that she performed a duet despite that is opposite to her regular self and it is visible in the act.,5,
7,7,fact,35,The fact that Miss Gillis is a solo dancer.,1,
7,8,fact,31,this fact refers to Ms. Watkins and Ms. Thomas trying to seek relief from the court in which they attempted to file for bankruptcy though having the assets in which they would still be solvent.,1,
7,8,fact,32,"Ms. Watkins and Ms. Thomas ""appear to be financially solvent,",1,
7,8,fact,33,appear to be financially solvent,5,
7,8,fact,34,The fact the couple were in no financial trouble doesn't stop them from seeking remedy from the court.,2,
7,8,fact,35,"Ms. Watkins and Ms. Thomas ""appear to be financially solvent,",1,
7,9,issue,31,This issue refers to President Clinton's health plan,1,
7,9,issue,32,the introduction of a health plan,4,"again, a lot of information and different names/statistics making it difficult "
7,9,issue,33,Government-financed program of national health insurance,5,
7,9,issue,34,The issue of the health plan to be rolled out by President Clinton and that the plan would put burden on taxpayers. The president seems to change his opinion to something totally different.,4,Wasn't able to understand which issue to discuss
7,9,issue,35,Mr Clintons 1994 Healthcare Bill and the fact that the he was too willing to make concessions to the republicans.,3,
7,10,issue,31,This issue refers to the Shoreham nuclear plant and the goal of elimination of its' barriers for equitable competition.,4,
7,10,issue,32,elimination of barriers for equitable competition by small power producers that can produce power at lower cost than Lilco's rates,2,
7,10,issue,33,elimination of barriers for equitable competition by small power producers that can produce power at lower cost than Lilco's rates,4,
7,10,issue,34,The elimination of barriers for small power producers that produce power at a lower cost than lilco.,1,
7,10,issue,35,The issue of eliminating barriers so that smaller power companies are able to compete and produce power at a lower cost than Lilco.,2,
8,1,fact,36,It refers to Japan Inc. not having missed a beat when it comes to constantly rising share prices.,4,
8,1,fact,37,That unequal equities was published before the Stock crash in Japan happened and The system the authors describe depends on constantly rising share prices,5,
8,1,fact,38,The book was published before a stock crash.,5,I needed to read and reread the paragraph.
8,1,fact,39,Japan's techniques in the stock market allowing for more money to be put into the companies themselves.,5,I had a very difficult time understanding what the article was talking about and do not feel confident in my understanding.
8,1,fact,40,"Unequal Equities"" was published before last year's stock crash in Japan had run its course and the system descried depends on constantly rising share prices.",5,
8,2,fact,36,"To the Bruderhof movement being regarded as a leader in child care, with good hygiene, safety and love.",2,
8,2,fact,37,"our movement has long been regarded as a leader in the field of child care, and we take great pride in the hygienic, safe -- and above all, deeply loving -- care our children receive",4,
8,2,fact,38,The Bruderhofer community's child care is exemplary.,1,Interesting topic.
8,2,fact,39,"The Bruderhof religious community does not mistreat the members of its community as said in a separate article or book. In actuality, the community is safe, hygienic, and caring to its members.",2,This article made a lot more sense to me. 
8,2,fact,40,"Our movement has long been regarded as a leader in the field of child care, and we take great pride in the hygienic, safe -- and above all, deeply loving -- care our children receive.",4,
8,3,fact,36,To the wavelengths of atomic particles like electrons being far shorter than the wavelengths of light.,2,
8,3,fact,37,the wavelengths of atomic particles like electrons are far shorter than the wavelengths of light,3,
8,3,fact,38,Wavelengths of atomic particles are shorter than of light.,1,So many things happened since then in science!
8,3,fact,39,wavelengths of light are longer than the wavelengths of atomic particles.,3,Not sure if I was focusing on too little.
8,3,fact,40,The wavelengths of atomic particles like electrons are far shorter than the wavelengths of light,3,
8,4,issue,36,It refers to the issue of Microsoft having made a videotape that was misleading to customers.,3,
8,4,issue,37,the accusation that Microsoft illegally tied one product to another,5,
8,4,issue,38,Microsoft is trying to stifle competition by integrating Explorer and Windows.,2,"Wow, feels like ancient history."
8,4,issue,39,Microsoft made a videotape about internet browsing from Windows 98 but Microsoft Explorer and Windows are meant to be two separate products.,4,Not sure if I understood the concept being discussed. 
8,4,issue,40,The issue that the Government says that Microsoft's Explorer browser and Windows are two separate products bolted together to stifle competition,3,
8,5,issue,36,The issue of employers paying half the cost of the workers' health insurance premiums,3,
8,5,issue,37,President Clinton said in an interview last week that he could not accept less than the Mitchell bill's approach to universal coverage. The Finance Committee's approach is less inclusive,5,
8,5,issue,38,Require employers to pay partly for their workers' health insurance.,5,"Hard. I am not sure, I am not familiar with US political system. "
8,5,issue,39,The issue is the employer payment issue in terms of health insurance. It is being determined if a current bill the Mitchell bill should remain or not.,4,I may have mixed up some information. 
8,5,issue,40,"the Mitchell bill calls for a commission to recommend how to reach all uninsured Americans, and would, as a fallback position, require employers to pay half the cost of their workers' health insurance premiums in states below 95 percent coverage.",5,
8,6,issue,36,To the fact that Islanders telecasts have not been carried by Fox Sports New York.,3,
8,6,issue,37,"Fox Sports New York has refused to carry three Islanders telecasts because they conflicted with Devils' games, the executive who runs the cable channel said yesterday that he was not punishing the team",5,
8,6,issue,38,this issue - when two interesting teams are playing  you can only telecast one of them,3,
8,6,issue,39,The cable channel refused to air three Islanders telecasts because it would be aired at the same time as Devil's games.,2,I believe I understood this artcile. 
8,6,issue,40,Fox Sports New York has refused to carry three Islanders telecasts because they conflicted with Devils' games,3,
8,7,issue,36,To lawmakers who do not oppose the proposal for drilling rights in the wildlife refuge.,2,
8,7,issue,37,the proposal to open part of the wildlife refuge to oil and gas drilling,4,"I am not sure but I think there might be two things that can be described issues here, the proposal to open part of the wildlife and the campaigns all over several states. "
8,7,issue,38,leasing out wildlife refuge for oil and gas drilling,4,I am not super sure.
8,7,issue,39,Lawmakers who side with those wanting to drill for oil in a wildlife refuge in Alaska.,2,
8,7,issue,40,Conservation groups' vigorous campaign to persuade Republican moderates to oppose the entire budget measure because of the drilling provision,3,
8,8,issue,36,The deployment of too many troops to Iraq.,1,
8,8,issue,37,"the decision of President George W. Bush announced on January 10, 2007, to deploy more than 20,000 additional United States combat troops to Iraq",5,
8,8,issue,38,this issue -denouncing army buildup in Iraq.,3,US politics is difficult for me
8,8,issue,39,The majority of Democrats want to send additional US troops to Iraq and mejority of Republicans do not.,2,
8,8,issue,40,"The issue to deploy more than 20,000 additional United States combat troops to Iraq.",4,
8,9,fact,36,To creole languages having constant grammatical rules.,2,
8,9,fact,37,"the slaves' children, who are exposed to the pidgin vocabulary before the age of 2, expand the protolanguage into a structurally mature language called a creole",5,
8,9,fact,38,Grammar rules are surprisingly similar from one creole langue to the next,2,It is an interesting topic for me.
8,9,fact,39,"The fact that ""proto language"" used by apes can be seen in humans who were not taught a language, providing evidence for the evolution of language.",2,
8,9,fact,40,"The fact that the slaves' children, who are exposed to the pidgin vocabulary before the age of 2, expand the protolanguage into a structurally mature language called a creole.",5,
8,10,issue,36,To the decision of sending troops to Bosnia or not.,2,
8,10,issue,37,"For 200 years, Congress and Presidents have wrestled over who has the final authority to send troops where battles threaten",5,
8,10,issue,38,"who has the right to decide to employ troops abroad, the Congress or the Presidents?",1,
8,10,issue,39,Who has the authority over whether to send troops to battle or not.,1,
8,10,issue,40,The issue that Congress and Presidents have wrestled over who has the final authority to send troops where battles threaten,4,
9,1,issue,41,"I think it refers to the Welfare system, ""We've got a system now that says to women, if you marry someone who works we cut off your money, if you get a job we cut off your money, if you have more children we give you more money,"" Mr. Gramm said. ""Should we really be surprised that people have not done the things we penalize them to do, and they've done the things we've rewarded them to do?",4,Took me a couple reads to understand what was happening
9,1,issue,42,"The issue of ending federal assistance to aliens, whether they are there legally or illegally.",3,
9,1,issue,43,"Despite majority of the article talking about Dole's bill being a primary concern, particularly with single mothers who continuously have children and receive more child grant, the issue they are referring to is the federal assistance for aliens (possibly people from other countries staying in the USA). Mr Gramm and Mr Wilson want to end this assistance for those who are also in the country legally, and due to their majority vote and the other people in their political parties' favour, it was still mentioned despite not being in the bill.",5,I got confused about whether they were talking about the main purpose of the article or just the sentence prior.
9,1,issue,44,"It's unfair for a young couple who work hard and pay taxes who cannot afford a child to continue saving to do so, but pay taxes to provide a greater stipend to a woman on welfare who continues to have one child after another out of wedlock,",2,"For a non native English speaker the text enviroment can be somewhat challenging, the article is slow to get to the point."
9,1,issue,45,It refers to the amendment of proposed US Federal welfare law change to remove any assistance to those that are not American Citizens; 'alien's.,1,I very much imagine a debate like the above would be quite possible still today with some names changed. Not much seems to have changed in 25 years. 
9,2,issue,41,Eliminating medium and short-range nuclear weapons in Europe,5,
9,2,issue,42,A proposal to freeze the use of shorter range missile systems.,2,
9,2,issue,43,"Mr Gorbachev had proposed that many weapons not be used, particularly the shorter-range systems but the President rejected this",5,
9,2,issue,44,"We cannot permit the benefit of the reduction in longer-range intermediate nuclear force missiles, for example, to be undermined or circumvented by continuing imbalance'' in shorter-range missiles, ''in which the Soviets have a huge advantage,",1,Both sides distrust one another the USSR benefits if Long and Medium range delivery systems are dismantled.
9,2,issue,45,It refers to the current deployment of short range missile systems in the context of de-escalation between the US and soviet union of the cold war and it's relation to the reduction of both medium and long range missile systems.,2,
9,3,issue,41,Individuals should have the right to choose whether and to whom their personal financial and medical information is disclosed,1,
9,3,issue,42,"It refers to a call for greater protection of citizen's data and privacy, as supported by Clinton.",2,
9,3,issue,43,"Citizens of the USA's privacy is a huge concern for Clinton, as we are more online and in the information age, therefore protection measures need to be enforced. She believes that everyone should know where their information is being used, particularly their personal and financial measures. She has proposed multiple measures to help her stance on this and increase citizen's privacy.",1,
9,3,issue,44,"She did call on Congress, however, to enact legislation to give consumers and patients control over health care and financial records, which she argued were becoming increasingly available because of computer databases and transmission of information through the Internet.",1,
9,3,issue,45,"It refers to the personal privacy of US citizens data and control over how and to whom it is shared, in particular financial and medical data.",1,
9,4,issue,41,"Camby wants to play games
''To me, it doesn't matter if I start; I just don't want to get no d.n.p.'s,'' he said, referring to games in which he did not play, ''or play five minutes and I'm out of the game. I don't want to hear that stuff anymore. I want to play. I think I deserve the right to play.",2,
9,4,issue,42,Camby wants to know how the Knicks team will be managed and structured as they have multiple players for one position.,2,
9,4,issue,43,"A forward called John Wallace and new general managed Scott Layden were signed to the Knicks' team, which caused Marcus Camby to become insecure in his position in the team, as the numerous amount of players who can play as forward will cause him to possibly have less playing time. He is hoping to get some clarification on how important he is in the team, and possibly get a larger role and less games in which he is not playing in. He doesn't want to be substituted out as often.",1,
9,4,issue,44,Camby fears he might not have a chance to play in the match becouse of his realtion with Coach Jeff Van Gundy.,1,
9,4,issue,45,"It refers to whether Camby plays for the 'knicks', he wants to have play time of some sort of the other but cares not if it's starts.",3,Seemed to required knowing what exactly the 'knicks' are? I'm guessing basketball but it means nothing to me. 
9,5,fact,41,Mr. Hamadi said the 1975 Algiers Treaty under which Iraq agreed to share the ownership of the Shatt al Arab with Iran no longer existed,2,
9,5,fact,42,The fact is that the treaty which previously existed between Iran and Iraq no longer exists.,2,
9,5,fact,43,"A treaty called the 1975 Algiers Treaty, which was based on Iraq agreeing to share ownership of the Shatt al Arab waterway, no longer exists.",1,
9,5,fact,44,"Iraq claimed full sovereignty over ta disputed Shatt al Arab waterway, Iran immediately rejected Iraq's demand.",1,
9,5,fact,45,That the 1975 Algiers treaty between Iran and Iraq pertaining to the shared ownership of the Shat Al Arab waterway no longer is applicable,2,
9,6,fact,41,"There is no diversity in American housing
""About one million new single-family houses are built annually across the country, the vast majority by merchant builders. Though there are currently about 120,000 individual builders in the United States, American housing is marked by uniformity rather than diversity.",1,
9,6,fact,42,"There are currently about 120,000 individual builders in the United States,  but American housing is marked by uniformity rather than diversity.",1,
9,6,fact,43,"Rather than American housing being marked by how different it looks, it is rather marked on how uniform it looks: how many houses look the same.",1,
9,6,fact,44,"Though there are currently about 120,000 individual builders in the United States, American housing is marked by uniformity rather than diversity.",1,
9,6,fact,45,"The american housing market is pretty homogenous, it is wholly about single family houses and there is a distinct lack of diversity within that category.",2,
9,7,issue,41,"Mr. Motz contacted the State Department of Environmental Conservation, which offered to allow the installation of a sandbag barrier on the dunes as a temporary erosion barrier. But permission was also required from the town trustees, who administer the town's waters and beaches and are armed with a town law, passed last year, that bans beachfront pilings, bulkheads and other shore-hardening barriers.",4,
9,7,issue,42,This issue is the erosion of the coastline due to heavy winter weather.,1,
9,7,issue,43,"There is significant erosion on the beach due to the groins inserted by the Army Corps and Suffolk County. There was a erosion-control plan that was supposed to be completed in 2005 but was never created, as the budget was cut by the President by roughly 50 percent, and requires more funding in order to restore the beaches somehow, protect the shoreline and prevent erosion.",3,
9,7,issue,44,The beaches erode at such a rate that it will danger the residents and their properties if intervention is not taken.,1,
9,7,issue,45,It refres to erosion of beaches and natural shore defences along the New York Coast line and how it's been hastened by the installation of groins by the engineer corps.,3,Never heard of a groin in this context. 
9,8,fact,41,"Wherever the stems touch the ground, the nodes give rise to roots and new stems.",1,
9,8,fact,42,"Wherever chickweed plants grow, they have a network of fine roots which sprout new stems and cause the weed to spread and make it difficult to remove.",2,
9,8,fact,43,"Chickweed can reproduce and root quite easily, and stems themselves can produce quite deep roots.",2,
9,8,fact,44,Chickweed flowers stems give rise to roots and new stems underground witch makes this pest plant very hard to eradicate.,1,
9,8,fact,45,The rampant spread of chickweed caused by it's proclivity to spawn new root systems where a stem touches the grown.,2,
9,9,issue,41,"The leadership of Russia has adopted a resolute position toward the union treaty striving for the unity of the Soviet Union and unity of Russia""
""the legally elected President of the country was removed from power.",5,
9,9,issue,42,Russia has adopted a resolute position toward the union treaty striving for the unity of the Soviet Union and unity of Russia.,5,
9,9,issue,43,"The president of Russia was removed from power and there is a change in the democracy of Russia, in which they are undergoing a transition .",5,I didn't quite understand what the issue was.
9,9,issue,44,"In Russia the legally elected President of the country was removed from power by a coup according to Citizens of Russia newspaper witch will ""discredit them on the world stage"" and potentially plunge the world back into a cold-war",1,
9,9,issue,45,The unity of the soviet union in reaction to the moves to democracy and a coup attempting to upend that move.,3,
9,10,fact,41,"The increase in demand for tax-exempt municipals is helping to offset the downward pressure on the market from the continuing flood of new issues as states, cities, towns and other entities take advantage of lower interest rates.

Despite the record $232.4 billion of new issues last year -- which included $120.5 billion in refinancings -- analysts said there were still plenty of higher interest rate bonds to be replaced with lower interest rate bonds.",5,
9,10,fact,42,There are higher interest rate bonds which must be replaced by lower interest rate bonds.,5,
9,10,fact,43,Higher interest rate bonds are being replaced with lower interest rate bonds.,2,
9,10,fact,44,"The increase in demand for tax-exempt municipals is helping to offset the downward pressure on the market from the continuing flood of new issues as states, cities, towns and other entities take advantage of lower interest rates.",2,
9,10,fact,45,The volume of tax-exempt bonds being issued and the value of them in the context of how tax raised affects the yield of non-taxable items.,4,
10,1,issue,46,Limits to be placed on air-launched cruise missiles.,1,
10,1,issue,47,America and the Soviet union have come to some agreements on issues in regards to nuclear missiles,3,
10,1,issue,48,the limits to be placed on air-launched cruise missiles,1,
10,1,issue,49,The limits to be placed on air-launched cruise missiles,2,"Quite a long piece of text there, with lots of different issues. I hope I have identified the correct issue."
10,1,issue,50,The limits to be placed on air-launched cruise missiles.,2,
10,2,issue,46,The 1979 decision to intervene in Afghanistan,2,
10,2,issue,47,The soviet union has expressed regret about intervening within Afghanistan however some such as marshal akhrohmeyv disagree saying it was not a mistake.,1,
10,2,issue,48,The Soviet military believes the 1979 decision to intervene in Afghanistan ''was not a mistake.,3,
10,2,issue,49,"Marshal Akhromeyev's view on the 1979 decision to intervene in Afghanistan was not a mistake, whereas other Soviet political leaders have expressed regret.",1,
10,2,issue,50,The intervention of the Soviet military in Afghanistan in the year 1979.,1,
10,3,fact,46,"Hall of Fame at Cooperstown was originally intended to honor not only players of exceptional ability, but those of exemplary virtue and integrity as well.",2,
10,3,fact,47,That Gil Hodges should be included in the hall of fame because he has an impressive career record.,1,
10,3,fact,48,"the Hall of Fame at Cooperstown was originally intended to honor not only players of exceptional ability, but those of exemplary virtue and integrity as well.",1,
10,3,fact,49,"the Hall of Fame at Cooperstown was originally intended to honor not only players of exceptional ability, but those of exemplary virtue and integrity",5,I have no idea about sports
10,3,fact,50,"The fact that the Hall of Fame at Cooperstown was originally intended to honor not only players of exceptional ability, but those of exemplary virtue and integrity as well.",1,
10,4,fact,46,Juries and judges increasingly give battered wives a break in murder cases,2,
10,4,fact,47,That there is inconsistency with how judges and juries are charging battered wives when they commit crimes against their husbands.,3,
10,4,fact,48,"abused women, estimated at three to four million nationally, have real, if difficult alternatives.",3,
10,4,fact,49,"abused women, estimated at three to four million nationally, have real, if difficult alternatives",1,
10,4,fact,50,"The fact is that abused women, estimated at three to four million nationally, have real, if difficult alternatives.",2,
10,5,fact,46,Each piece is constructed from a single tree,3,
10,5,fact,47,"That Mr Nash, creates pieces of artwork with a single tree but gives the illusion that it is not from a single source as he manages to change the the textures by using advanced carving techniques.",2,
10,5,fact,48,Each piece is constructed from a single tree,1,
10,5,fact,49,"Each piece is constructed from a single tree, and it is among the artist's talents to disguise this",1,
10,5,fact,50,"The Wilds and the Deep is in part a critique of the way objects wrenched from their native cultures or environments are venerated, the installation is full of precious details that tempt a viewer to make fetishes of Ms. Lapointe and Ms. Fleming's alterations and constructions.",5,
10,6,fact,46,The New Jersey renaissance isn't generating too much derogatory humor these days,2,
10,6,fact,47,The humor and jokes told in the state of new jersey is changing to become less derogatory. There is mixed feeling about this as some who grew up in the area have memories of how it used to be.,4,
10,6,fact,48,the New Jersey renaissance (as the public relations people like to call it) isn't generating too much derogatory humor these days,1,
10,6,fact,49,"the New Jersey renaissance isn't generating too much derogatory humor these days, which makes the author feel mixed feelings",4,A bit of a guess here
10,6,fact,50,The New Jersey renaissance is not generating too much derogatory humor.,3,
10,7,issue,46,Pedophilia is a terrible disease that wreaks horrible things in people's lives,2,
10,7,issue,47,That we hold priests and nuns in higher regard and expect them to behave in a different way when infact they are human too and can make mistakes or act upon bad intentions like everyone else,5,
10,7,issue,48,That priests are not saints and are capable of heinous crimes like any other human being.,1,
